date,sales_brot,sales_broetchen,sales_croissant,sales_konditorei,sales_kuchen,sales_saisonbrot,bewoelkung,temperatur,windgeschwindigkeit,wettercode,kielerwoche,holiday,holiday_1_weihnachtstag,holiday_2_weihnachtstag,holiday_christi_himmelfahrt,holiday_karfreitag,holiday_neujahr,holiday_ostermontag,holiday_pfingstmontag,holiday_reformationstag,holiday_tag_der_arbeit,holiday_tag_der_deutschen_einhei,school_holiday,school_holiday_herbstferien,school_holiday_osterferien,school_holiday_pfingstferien,school_holiday_sommerferien,school_holiday_weihnachtsferien,weekday,month,day,year,holiday_total
"2017-10-11,114.7342,336.8135,143.5762,90.68713,184.7554,0,7,14.6375,12,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,10,11,11,0"
"2017-10-12,107.9217,382.3675,129.5925,109.4244,251.4004,0,6,13.1875,24,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,10,12,12,0"
"2017-10-13,118.2925,309.8633,132.7048,96.13914,228.2344,0,6,14.1625,8,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,10,13,13,0"
"2017-10-14,108.7129,434.4673,182.6984,105.8804,281.0104,0,8,15.7625,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,10,14,14,0"
"2017-10-15,67.74301,344.4864,200.174,110.5961,291.366,0,2,17.8125,5,28,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,15,15,0"
"2017-10-16,108.1296,313.414,145.2892,65.28304,234.5012,0,5,17.9375,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,0,10,16,16,0"
"2017-10-17,77.24297,314.8942,130.2999,99.94137,243.6544,0,7,14.725,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,1,10,17,17,0"
"2017-10-18,107.7164,291.3001,74.71078,73.63517,252.2218,0,4,14.8125,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,2,10,18,18,0"
"2017-10-19,102.0171,306.4268,111.9319,88.98426,248.1399,0,6,14.85,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,3,10,19,19,0"
"2017-10-20,117.6373,326.5108,109.0212,88.78973,245.0856,0,7,14.175,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,4,10,20,20,0"
"2017-10-21,113.5791,452.8756,179.9807,71.95498,283.1477,0,7,13.0375,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,5,10,21,21,0"
"2017-10-22,102.2719,404.9733,159.1843,141.5707,310.5985,0,7,11.025,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,6,10,22,22,0"
"2017-10-24,101.9855,310.9568,168.7143,75.43408,235.058,0,7,11.925,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,1,10,24,24,0"
"2017-10-25,112.8681,285.0582,99.20549,75.94402,237.5706,0,7,14.225,16,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,2,10,25,25,0"
"2017-10-26,121.9023,342.8516,127.4898,69.21661,211.3106,0,5,13.475,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,3,10,26,26,0"
"2017-10-27,176.8444,362.4464,158.9406,84.9729,270.1242,0,4,11.95,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,4,10,27,27,0"
"2017-10-28,111.9188,456.6307,168.9916,84.71816,294.8619,0,7,11.2125,17,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,5,10,28,28,0"
"2017-10-29,66.143,448.5142,181.6829,188.0601,288.8832,0,2,9.9,20,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,29,29,0"
"2017-10-30,203.7616,485.12,167.7229,112.0651,349.5521,64.63724,0,8.1,11,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,10,30,30,0"
"2017-11-01,159.9096,333.7758,150.7856,98.03187,225.0465,23.86818,0,12.975,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,1,1,0"
"2017-11-02,121.4404,289.9282,116.9968,88.10133,211.038,44.02953,0,11.6875,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,2,2,0"
"2017-11-03,117.3261,317.661,139.056,106.0965,222.5472,37.8268,0,9.4375,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,3,3,0"
"2017-11-04,133.7952,400.04,133.306,109.2225,238.7487,36.85689,0,10.2625,5,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,4,4,0"
"2017-11-05,79.01667,452.1651,186.2129,124.2993,238.1777,28.3821,0,9.8,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,5,5,0"
"2017-11-06,111.2247,227.2981,82.20283,111.7882,183.5126,56.8174,0,8.2125,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,6,6,0"
"2017-11-07,83.1779,247.3707,81.76044,86.97279,209.5581,39.72538,0,6.7875,5,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,7,7,0"
"2017-11-08,79.25578,231.5683,80.28834,57.43076,158.4713,32.97325,0,8.625,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,8,8,0"
"2017-11-09,120.4738,214.1924,90.82647,85.90125,186.822,44.78241,6,8.55,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,9,9,0"
"2017-11-10,114.1069,240.1478,90.06905,90.60329,195.152,37.74277,7,7.5375,16,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,10,10,0"
"2017-11-11,119.2148,330.821,95.09706,66.86147,180.2223,43.44166,5,5.2375,8,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,11,11,0"
"2017-11-12,81.7069,424.7376,189.8146,83.09769,251.9191,46.39629,7,5.575,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,12,12,0"
"2017-11-13,146.4656,243.192,93.601,82.3643,190.6818,53.3313,2,5.9,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,13,13,0"
"2017-11-14,91.09636,241.34,92.58132,58.19619,178.6618,7.051201,7,6.3875,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,14,14,0"
"2017-11-15,107.4559,204.7,86.78941,59.18939,206.2798,48.60217,7,9.375,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,15,15,0"
"2017-11-16,125.4989,256.5289,80.8175,75.86265,171.7273,28.01122,8,8.8125,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,16,16,0"
"2017-11-17,141.6162,251.2298,67.87295,96.67107,192.1433,34.65461,3,7.725,10,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,17,17,0"
"2017-11-18,89.67609,292.5095,70.91505,96.52963,195.8537,32.36298,5,5.35,12,65,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,18,18,0"
"2017-11-19,121.3733,445.8054,128.5916,154.383,290.5278,50.8884,3,6.25,15,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,19,19,0"
"2017-11-20,100.7325,233.3006,99.33358,111.4768,158.33,33.75573,6,5.9625,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,20,20,0"
"2017-11-21,90.51749,239.8807,75.67369,64.381,164.0804,52.54639,7,4.9875,5,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,21,21,0"
"2017-11-22,84.72489,232.9782,77.59149,83.62715,181.4329,32.34711,7,10.6125,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,22,22,0"
"2017-11-23,86.62357,227.7361,83.7872,70.17072,163.1336,19.28225,7,12.225,16,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,23,23,0"
"2017-11-24,102.705,234.5037,90.34276,70.63351,190.0851,79.71932,7,6.9875,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,24,24,0"
"2017-11-25,100.8946,266.3941,83.55718,90.83539,173.3879,99.53849,7,2.775,5,45,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,25,25,0"
"2017-11-26,56.18396,462.0205,145.5394,92.26034,223.7278,74.64093,7,4.65,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,26,26,0"
"2017-11-27,108.4888,246.486,91.21664,64.28448,200.0723,69.6218,7,4.5625,14,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,27,27,0"
"2017-11-28,82.645,182.669,95.62884,48.01431,183.8128,66.10807,7,5.4875,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,28,28,0"
"2017-11-29,70.89336,222.2186,91.71893,77.53278,187.8079,100.8016,7,4.225,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,29,29,0"
"2017-11-30,151.8511,216.7843,90.99057,78.28303,215.348,148.3181,7,2.8125,4,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,30,30,0"
"2017-12-01,81.76348,243.4541,108.7908,105.6215,205.1469,112.9382,6,4.3625,8,68,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,12,1,1,0"
"2017-12-02,127.0825,288.5361,127.4056,59.79736,213.2556,73.50446,7,.375,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,12,2,2,0"
"2017-12-03,77.13763,434.5639,172.8786,85.71981,251.201,79.60041,7,5.225,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,12,3,3,0"
"2017-12-04,132.4055,215.3596,124.8853,61.93178,167.0731,117.52,2,5.3375,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,12,4,4,0"
"2017-12-05,98.68658,226.9465,85.36725,64.60188,165.2204,123.2245,7,8.65,17,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,12,5,5,0"
"2017-12-06,87.21688,208.9923,88.44595,55.41465,189.8695,79.86809,7,8.9,17,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,12,6,6,0"
"2017-12-07,121.0229,203.8131,88.7714,54.00884,193.7369,109.9334,8,5.7625,13,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,12,7,7,0"
"2017-12-08,90.72322,226.2685,88.68275,66.79821,195.0068,85.87057,6,1.675,10,73,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,12,8,8,0"
"2017-12-09,109.5667,337.9448,128.7128,87.76363,213.9929,109.5927,3,3.5125,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,12,9,9,0"
"2017-12-10,46.10344,405.9933,141.2284,94.51762,230.009,94.14977,7,.9875,9,22,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,12,10,10,0"
"2017-12-11,64.11149,202.054,66.85128,50.7247,162.3901,81.53803,8,2.2375,14,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,12,11,11,0"
"2017-12-12,104.1889,195.0405,80.27441,72.77221,171.7895,128.4702,7,1.55,12,68,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,12,12,12,0"
"2017-12-13,71.08469,194.1613,54.5606,69.14825,162.9605,63.61214,7,1.9875,12,69,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,12,13,13,0"
"2017-12-14,147.5856,244.5584,63.02666,119.2695,215.2333,63.51131,7,3.025,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,12,14,14,0"
"2017-12-15,107.0553,207.0514,78.22165,57.26676,206.3242,93.52023,7,3.0375,9,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,12,15,15,0"
"2017-12-16,111.7645,359.3912,142.5342,97.18925,233.8843,105.3087,1,3.275,10,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,12,16,16,0"
"2017-12-17,54.21085,414.2413,159.6863,92.36126,277.1747,91.58367,3,1.1375,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,12,17,17,0"
"2017-12-18,132.3433,236.1721,94.77375,81.22717,134.4057,78.46149,5,2.4625,6,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,12,18,18,0"
"2017-12-19,114.9542,219.5885,73.63431,52.3839,149.4754,67.80944,7,5.9125,7,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,12,19,19,0"
"2017-12-20,95.05753,263.8138,94.79678,77.2921,157.7217,65.26647,7,6.6375,6,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,12,20,20,0"
"2017-12-21,123.5109,295.9834,70.67737,44.45055,178.9492,87.47123,7,6.2375,10,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,3,12,21,21,0"
"2017-12-22,132.3405,253.9997,81.72679,73.7635,169.1487,71.91165,7,5.7625,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,4,12,22,22,0"
"2017-12-23,216.986,321.1439,83.56766,78.87239,190.5053,84.06223,7,7.8,19,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,5,12,23,23,0"
"2017-12-24,168.2279,578.9959,187.9674,75.13396,199.9101,60.98197,7,8.1125,16,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,6,12,24,24,0"
"2017-12-27,104.5825,366.3919,139.8322,96.12401,220.0525,34.97264,7,4.6125,7,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,2,12,27,27,0"
"2017-12-28,108.2093,389.2876,105.1388,90.18105,266.2903,0,4,4.0875,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,3,12,28,28,0"
"2017-12-29,120.6812,433.433,179.5942,82.37318,285.8509,0,5,2.8125,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,4,12,29,29,0"
"2017-12-30,162.1505,492.4319,151.5718,106.2892,444.3325,0,7,4.05,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,5,12,30,30,0"
"2017-12-31,162.986,558.7048,179.5084,44.17583,1432.422,0,7,8.25,16,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,6,12,31,31,0"
"2018-01-02,154.7864,362.1066,150.5024,99.61309,278.6906,0,6,5.7,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,1,1,2,2,0"
"2018-01-03,80.17113,296.9507,115.4309,106.318,234.2465,0,7,6.475,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,2,1,3,3,0"
"2018-01-04,136.5916,277.5395,102.5127,101.3992,231.0438,0,6,5.5125,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,3,1,4,4,0"
"2018-01-05,91.93402,221.4939,109.276,104.3638,191.0505,0,8,4.325,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,4,1,5,5,0"
"2018-01-06,73.84953,306.6121,102.4604,90.75758,264.1458,0,7,3.1875,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,5,1,6,6,0"
"2018-01-07,87.92061,424.8033,144.442,140.0289,316.3533,0,0,.65,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""weihnachtsferien"",0,0,0,0,1,6,1,7,7,0"
"2018-01-08,118.3397,218.4163,66.69297,115.8036,270.7485,0,1,.9875,7,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,8,8,0"
"2018-01-09,88.895,231.3705,82.61438,66.63865,170.6473,0,4,3.1625,11,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,9,9,0"
"2018-01-10,92.16322,213.4937,72.31077,55.64112,192.2646,0,6,4.0125,6,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,10,10,0"
"2018-01-11,126.22,222.6567,75.96285,59.00349,170.3541,0,7,3.8375,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,1,11,11,0"
"2018-01-12,116.262,213.6535,75.53259,92.45689,211.608,0,7,2.275,10,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,1,12,12,0"
"2018-01-13,109.6226,326.1348,102.9124,93.16777,256.5856,0,8,1.275,8,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,1,13,13,0"
"2018-01-14,49.00056,396.379,151.9689,147.7616,326.9941,0,1,.325,8,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,1,14,14,0"
"2018-01-15,108.8006,242.9219,85.92564,61.32995,214.0877,0,7,1.5625,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,15,15,0"
"2018-01-16,116.4078,225.764,56.30931,69.6951,177.197,0,7,3.3625,9,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,16,16,0"
"2018-01-17,99.92876,214.4003,77.18812,74.44379,199.7804,0,6,1.8125,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,17,17,0"
"2018-01-18,111.7885,227.28,72.25327,72.09649,221.5202,0,7,1.1625,17,73,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,1,18,18,0"
"2018-01-19,121.0283,233.2682,79.49127,67.60961,227.6298,0,6,1.975,10,73,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,1,19,19,0"
"2018-01-20,115.6909,295.0069,86.03765,98.93092,295.6116,0,8,1.75,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,1,20,20,0"
"2018-01-21,86.98244,398.5854,187.1904,171.5266,288.0642,0,6,-.6125,3,49,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,1,21,21,0"
"2018-01-22,137.9323,194.083,106.6183,72.99641,205.2192,0,7,.675,7,77,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,22,22,0"
"2018-01-23,101.744,208.4437,81.72996,95.88558,192.5673,0,7,4.6625,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,23,23,0"
"2018-01-24,115.4648,203.3858,98.33094,62.99499,191.5994,0,8,11.6,14,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,24,24,0"
"2018-01-25,103.2671,232.3916,81.1911,76.07229,189.9089,0,7,7.95,9,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,1,25,25,0"
"2018-01-26,98.05569,274.6339,79.48712,71.19083,241.0038,0,6,5.9625,5,45,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,1,26,26,0"
"2018-01-27,130.945,245.309,104.3682,118.5313,238.5086,0,8,5.6375,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,1,27,27,0"
"2018-01-28,83.01804,386.4187,179.2572,186.6147,343.0166,0,6,7.6625,16,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,1,28,28,0"
"2018-01-29,109.7443,194.7903,82.91257,53.88759,193.5492,0,7,7.55,21,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,1,29,29,0"
"2018-01-30,117.0526,238.5438,99.035,83.25507,209.7025,0,4,5.7375,15,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,1,30,30,0"
"2018-01-31,105.8124,208.5063,79.2163,56.43911,215.6635,0,7,6.3,15,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,1,31,31,0"
"2018-02-01,96.76648,226.6615,92.84782,75.05856,229.8033,0,7,3.5125,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,2,1,1,0"
"2018-02-02,95.67376,232.9583,103.7076,102.4955,228.5912,0,7,3.45,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,2,2,2,0"
"2018-02-03,105.6092,272.9595,114.5068,88.90799,277.3951,0,7,-1.1625,8,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,2,3,3,0"
"2018-02-04,53.0138,379.1194,148.4529,100.2463,328.4039,0,7,.825,18,73,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,2,4,4,0"
"2018-02-05,141.3434,218.6398,112.1225,99.98992,235.7457,0,7,-.2375,10,22,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,2,5,5,0"
"2018-02-06,119.7198,222.3559,81.2263,108.185,298.0156,0,1,-.8625,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,2,6,6,0"
"2018-02-07,101.4195,195.5137,108.2695,79.40114,243.4493,0,0,-1.285714,4,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,2,7,7,0"
"2018-02-08,158.1535,224.2566,110.1411,59.65533,362.4305,0,0,-.0125,6,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,2,8,8,0"
"2018-02-09,136.9879,233.5176,101.2519,97.56014,286.3239,0,1,-.2625,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,2,9,9,0"
"2018-02-10,162.657,309.5806,130.9574,104.0574,366.5535,0,1,.5625,4,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,2,10,10,0"
"2018-02-11,50.4265,400.7996,154.482,103.8199,313.299,0,7,2.3375,11,75,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,2,11,11,0"
"2018-02-12,116.3684,236.631,82.15189,84.78048,229.2235,0,5,1.825,15,75,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,2,12,12,0"
"2018-02-13,130.2342,221.4171,111.7473,93.82373,263.0572,0,0,2.6875,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,2,13,13,0"
"2018-02-14,84.21202,236.2074,106.3969,107.6102,321.8246,0,0,2.95,8,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,2,14,14,0"
"2018-02-15,97.2458,194.9142,104.3576,67.96611,209.6758,0,7,.675,11,73,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,2,15,15,0"
"2018-02-16,163.3536,199.1115,102.7728,76.65215,367.9986,0,5,4.8625,12,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,2,16,16,0"
"2018-02-17,148.5148,305.7915,115.9321,107.1263,255.2883,0,8,4.125,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,2,17,17,0"
"2018-02-18,43.1372,383.2104,164.3279,138.7697,425.1913,0,5,4.375,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,2,18,18,0"
"2018-02-19,121.9422,229.7254,93.96495,94.95547,304.5978,0,5,4.9125,4,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,2,19,19,0"
"2018-02-20,89.58674,211.2855,120.4687,97.90603,178.0625,0,1,3.375,11,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,2,20,20,0"
"2018-02-21,116.0061,228.8611,101.2097,55.50267,193.2214,0,6,2.175,7,22,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,2,21,21,0"
"2018-02-22,124.9098,258.0229,75.84005,65.97737,193.023,0,7,1.1125,7,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,2,22,22,0"
"2018-02-23,91.30846,239.2986,100.9648,89.88071,231.2237,0,1,.4375,12,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,2,23,23,0"
"2018-02-24,131.8593,301.8468,129.6189,83.46739,271.4009,0,6,.125,15,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,2,24,24,0"
"2018-02-25,60.291,390.8195,174.5096,101.8789,249.5434,0,7,-2.9625,14,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,2,25,25,0"
"2018-02-26,86.30756,228.5504,62.71949,64.95065,211.625,0,5,-1.5375,18,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,2,26,26,0"
"2018-02-27,66.9903,219.872,80.05202,81.54333,177.9901,0,6,-3.425,16,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,2,27,27,0"
"2018-02-28,98.76646,214.9753,87.40215,98.39055,229.4312,0,5,-6.1375,16,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,2,28,28,0"
"2018-03-01,121.6721,202.3537,97.75273,55.43353,249.942,0,6,-3.95,18,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,3,1,1,0"
"2018-03-02,101.7121,216.1423,105.9594,84.82144,235.8131,0,6,-4.9625,15,71,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,3,2,2,0"
"2018-03-03,98.24159,297.5216,117.0662,117.392,263.8771,0,0,-3.4375,13,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,3,3,3,0"
